#x	y	z	vx	vy	vz	mass
-6.2691316	7.3560957	0.19382618	-0.16218164	-0.19550123	0.098426166	0.00012911799
-1.9617746	0.51466122	-0.67196565	-0.46962624	-0.092926907	-0.018546259	0.00012911799
1.0573891	2.8633991	0.71036596	0.036250222	0.65417272	-0.086067087	0.00012911799
5.6260896	-2.0205731	0.45619882	-0.19845702	-0.14973628	0.06248725	0.00012911799
3.3294634	-4.1209502	1.4555719	0.259112	0.49234054	-0.21728972	0.00012911799
-1.5303041	11.687831	1.7086472	0.033998987	-0.24204916	-0.076630293	0.00012911799
2.6700015	2.3290127	-0.39589248	-0.55197515	0.40600825	0.045199166	0.00012911799
0.21519762	-3.0250413	-0.59322732	0.49322652	0.50730546	0.092241036	0.00012911799
-2.7411939	3.3546381	0.5766569	0.058723864	-0.62053736	-0.016425756	0.00012911799
-3.5085387	-1.5095025	0.99237324	-0.42726294	0.29552092	0.10118574	0.00012911799
7.6793606	3.5033863	1.2417181	-0.20049688	0.14587727	0.0036371834	0.00012911799
-8.5115641	1.2533697	4.4944909	0.033422795	-0.09621407	-0.038370253	0.00012911799
0.95950698	4.1713392	-0.13125871	0.062739843	0.66380308	0.17181774	0.00012911799
2.2375291	3.2448622	0.93832166	0.1155473	0.16112638	-0.18572204	0.00012911799
6.7849285	0.49569842	-0.21270081	0.3855675	0.55857946	-0.072523707	0.00012911799
-1.5102835	2.6886161	-0.36823486	-0.60372734	-0.11925319	-0.031379965	0.00012911799
7.6846424	0.307575	-3.5641438	0.030242867	0.23976654	0.039944186	0.00012911799
3.5891046	0.47550898	1.1440366	0.45048513	0.090518601	0.20963605	0.00012911799
2.8895313	-1.0768076	0.19761769	-0.21942527	0.28723052	0.096845777	0.00012911799
-4.7129738	6.5809371	-0.42611526	-0.091236663	-0.48620683	0.045968291	0.00012911799
-5.616796	4.3766449	0.80616542	-0.12364385	-0.39347856	-0.02583959	0.00012911799
2.4890887	-6.9572619	-0.14318867	0.052333118	0.081327586	0.012289221	0.00012911799
-1.3793782	-4.4745019	-0.32245964	0.25575694	-0.2668262	-0.33171455	0.00012911799
1.1489066	3.8440148	-0.49009471	-0.51869367	0.45465892	-0.09944606	0.00012911799
-1.6890097	-3.9447605	-0.49611014	0.27290342	0.20160781	0.2762022	0.00012911799
9.2951776	3.2848906	-0.98870962	0.43554287	0.13642275	-0.11199371	0.00012911799
3.3847764	-3.621864	-0.0052213476	0.48719067	-0.053513247	0.12644582	0.00012911799
-18.70194	-9.402005	-4.2600891	0.024269059	0.017253732	-0.017323529	0.00012911799
-7.5269015	-0.94152208	0.60819751	-0.014724683	-0.003392707	-0.16206873	0.00012911799
4.673748	6.4898197	-1.3809456	-0.48901927	0.15946716	-0.031577281	0.00012911799
3.1323045	3.7704112	-0.36573106	0.10086594	-0.44570725	-0.021903649	0.00012911799
-0.19735619	5.520149	-0.62077194	0.11140089	0.04189517	-0.019254777	0.00012911799
-0.076923937	-5.4981793	1.3788945	0.5312946	-0.0020058365	0.19339291	0.00012911799
1.8940221	-0.20281551	-0.31041582	-0.50854944	-0.12296493	-0.1601459	0.00012911799
8.268695	2.7115268	-0.27349453	-0.46266931	-0.093669041	0.11312646	0.00012911799
-8.1810649	-4.5671447	1.555383	0.14776129	0.069618982	0.0150788	0.00012911799
-0.52276153	-1.3192133	0.16104732	0.27437514	-0.0072971787	-0.15496718	0.00012911799
-11.715555	9.4966808	1.7423924	0.0066811301	-0.10057792	0.012345615	0.00012911799
-6.1557476	-3.3120046	0.071067421	-0.49594066	0.012043443	-0.14443793	0.00012911799
-0.41224878	1.718563	-0.36688637	-0.87967898	-0.42125649	0.16986184	0.00012911799
-0.09582037	6.9527466	0.96933661	-0.31961743	-0.22327128	0.06715843	0.00012911799
3.255539	3.3942973	0.14754407	0.080136059	-0.077525867	-0.14635177	0.00012911799
-7.2271317	4.4678723	0.78672566	-0.19630445	0.10907165	0.058575369	0.00012911799
9.4938332	13.388383	-4.9867441	-0.031443555	0.055675137	0.007169601	0.00012911799
2.6489042	0.89623428	-0.63980942	0.40242284	0.25773962	0.1063269	0.00012911799
0.99129916	-2.1662215	-0.25080224	-0.20047909	-0.56417277	-0.3046829	0.00012911799
0.33756602	5.2053751	0.31020965	-0.30211984	-0.1816877	0.047820996	0.00012911799
1.3881436	-0.82362656	-0.71632671	-0.35211342	-0.32851278	0.11049701	0.00012911799
0.55484201	6.6862148	-0.45176081	-0.54079712	0.16586208	-0.028098829	0.00012911799
2.6498187	-4.2364969	-1.4958063	-0.10285604	0.14182776	-0.075810577	0.00012911799
6.2161889	-2.303746	0.058790508	-0.21568287	0.2213542	0.16128455	0.00012911799
4.537607	4.2508344	-0.68882283	-0.29784148	-0.09549196	-0.15755757	0.00012911799
-8.677597	-0.17261189	1.6760936	-0.21592418	-0.33209947	0.13274422	0.00012911799
-3.4137589	1.9824031	-0.004733583	-0.19226384	-0.1669199	-0.01721168	0.00012911799
0.16240261	-1.9486919	0.3448973	0.045674111	0.13200121	0.29059743	0.00012911799
-1.7010123	-4.0067688	-0.26839881	0.56116902	0.31748429	0.27537579	0.00012911799
-1.3910948	-0.35322783	-0.47519385	0.13015996	-0.27748076	-0.34333627	0.00012911799
1.0520391	-0.95538317	0.55626058	0.77749669	0.071451772	0.17087785	0.00012911799
4.6193843	-7.0850123	1.2895545	0.083503909	0.39456947	0.10289276	0.00012911799
-5.8325422	1.2021866	-0.87963153	0.1397859	-0.38083285	-0.012329164	0.00012911799
1.763466	-1.4211963	0.21715325	-0.20245803	0.16077284	-0.1631446	0.00012911799
0.69939564	5.0193952	0.040966144	-0.36587015	0.12507607	0.12503496	0.00012911799
-2.0242655	-2.1185447	0.62218543	0.12365399	-0.15331936	0.27204547	0.00012911799
0.73786078	0.67299932	0.6040214	-0.53734047	-0.3866797	-0.22039576	0.00012911799
0.45438087	-7.1302979	-0.30720463	0.27148519	0.11935851	0.14535121	0.00012911799
-2.5293644	-1.6619296	0.91954619	0.3789764	-0.067387175	0.13445755	0.00012911799
1.8438362	-6.7490193	0.09175063	0.1513277	0.015392265	-0.029336639	0.00012911799
-4.5777776	4.2853013	0.52482022	-0.23872791	-0.28723689	-0.099075214	0.00012911799
10.068561	4.6799652	-0.44622401	0.083746362	0.35828616	0.017899908	0.00012911799
3.6865394	7.7044893	0.2804805	-0.44789571	0.084012215	0.17152613	0.00012911799
-0.32209302	8.1892734	-0.1250596	-0.048213541	0.49054348	0.00081233061	0.00012911799
1.0911788	-0.36243571	0.47557701	0.4175331	-0.061669202	-0.17158876	0.00012911799
15.742274	-3.2446723	1.5533642	0.066364143	0.21228565	0.038919742	0.00012911799
-0.91172829	1.9664259	-0.43769866	-0.76743274	0.30008215	-0.54153856	0.00012911799
-1.4874042	2.7645092	-0.23997051	-0.44505203	0.31912458	0.054016996	0.00012911799
3.6449128	3.5171269	-0.28751497	-0.50332463	0.50943649	-0.041745784	0.00012911799
-2.3617957	5.4606011	0.51857374	-0.50034256	-0.12661119	0.12198372	0.00012911799
0.23088173	1.1342642	-0.25961911	0.30126486	0.51420947	-0.038246778	0.00012911799
14.730206	4.1966745	-1.480004	0.012674573	0.11634761	0.031163081	0.00012911799
-5.2087084	0.59594829	0.078329807	0.62613827	-0.14011797	0.036555488	0.00012911799
-1.2018164	9.7900088	0.50005625	0.034998281	0.10516117	0.16835407	0.00012911799
-5.940674	-1.8787602	-0.11784994	0.043829139	-0.29823807	-0.16423301	0.00012911799
6.7605333	-5.0448917	-2.0326532	0.18575398	0.18793119	0.021202593	0.00012911799
1.011553	-2.5457049	-0.43880119	-0.56796706	0.036881635	0.35364736	0.00012911799
-1.0730684	2.0664276	-0.2786861	-0.069104231	0.19311578	0.033258237	0.00012911799
-2.8295607	4.1702962	-0.41761362	-0.27931193	-0.54710483	0.20738718	0.00012911799
0.30870294	-3.1784732	0.87789118	0.016024711	-0.62958441	0.24584745	0.00012911799
7.5381891	0.052502717	-2.3649658	0.017793023	-0.026408251	0.025951624	0.00012911799
0.057645879	-0.81347298	0.39490198	-0.84887486	0.010809603	-0.017933017	0.00012911799
-6.3597537	0.18454323	-1.4050199	-0.55417484	-0.0062476176	-0.11215473	0.00012911799
0.85512278	1.1256926	-0.49841429	-0.62294973	-0.26143306	-0.25607913	0.00012911799
8.8486722	9.3168897	1.3349931	-0.27064752	-0.066935766	-0.0096694807	0.00012911799
-7.007973	-3.2433346	-0.42482312	0.25386789	-0.085507572	-0.013696946	0.00012911799
-3.6412053	1.2933512	-0.13057173	0.39917368	-0.63599932	-0.021881677	0.00012911799
-2.1122838	5.2951023	0.27265836	0.14423721	0.41359984	-0.32277736	0.00012911799
-5.0131594	1.759899	0.8352006	-0.55960934	-0.35456742	-0.039896241	0.00012911799
3.1661216	2.0414153	-0.70317373	-0.13930228	0.12124298	0.45377491	0.00012911799
-4.6193391	-2.5158967	-0.41322866	0.034796207	-0.20129917	-0.11394606	0.00012911799
3.7211639	1.3116837	-0.89624925	-0.54019222	0.27845577	0.013035036	0.00012911799
2.6605662	8.3684692	-2.0175524	-0.097960083	0.010602928	0.017277933	0.00012911799
-0.99294373	1.0701812	-0.1925813	-0.51811957	-0.43307061	0.0070740806	0.00012911799
0.95142087	8.244037	0.63921793	-0.55631215	-0.01814718	-0.067503439	0.00012911799
-4.0750627	-2.2627605	-1.1435958	-0.19939222	-0.35743414	0.074194219	0.00012911799
7.7904949	10.380489	-2.119145	0.16261001	0.1091866	-0.068375065	0.00012911799
-6.7359908	-5.4749621	-1.007947	-0.079785369	0.16721239	-0.027734686	0.00012911799
-0.58918049	5.4898445	1.8669064	-0.54626411	-0.016534294	0.12997923	0.00012911799
0.56733778	2.7422498	0.99929308	-0.50585816	0.49667658	0.27794256	0.00012911799
-2.7122197	0.77716832	0.096224067	-0.0074551786	0.51751334	-0.021104116	0.00012911799
-2.2319544	-4.8467559	0.39504311	0.60089625	-0.17744597	0.13297331	0.00012911799
2.0746103	-1.7273831	0.23004695	0.49121321	0.35536098	0.18356222	0.00012911799
5.7426756	6.5616817	0.23039176	0.018965963	0.34665689	0.021224195	0.00012911799
1.8933855	-0.47000516	0.56349508	-0.81673362	0.31400074	-0.13740691	0.00012911799
4.0768362	6.3303103	-0.50338528	-0.25212211	0.29289508	-0.099039519	0.00012911799
-3.691911	1.0526891	-0.73419273	0.1799054	-0.2359315	0.26677041	0.00012911799
11.014195	-0.85314468	-0.62764165	0.068372757	0.041221095	0.060326985	0.00012911799
-0.25086385	-1.544455	-0.10371015	-0.45046385	-0.043858084	0.2383857	0.00012911799
-2.9171719	4.0083256	-0.82076685	-0.26585953	-0.33672914	-0.056552555	0.00012911799
-6.5432295	-4.8764611	-0.38634457	-0.29736919	-0.4968481	0.044593858	0.00012911799
2.1854577	-7.5668389	0.022049003	0.083188337	0.22217078	0.036366835	0.00012911799
-1.0853586	-5.0890147	0.90499976	0.061780447	-0.2244571	-0.062572814	0.00012911799
2.9774588	6.405529	-0.50549893	-0.30176024	-0.022915284	0.012554312	0.00012911799
-4.6656467	-0.58544396	0.16017014	0.23197473	-0.55975782	0.31394148	0.00012911799
1.0238406	-2.3593285	0.023725387	0.43526888	0.13590423	0.085282221	0.00012911799
3.4767525	-3.9673932	0.2779882	0.38425656	-0.31673442	0.069438708	0.00012911799
-1.3308361	7.157595	-0.02242212	-0.28136978	0.23197505	-0.20541512	0.00012911799
1.3428991	-3.031597	-1.0739676	0.45769714	0.093481854	0.052345291	0.00012911799
-3.2337118	-4.1551792	-0.26223461	0.3587178	0.076575537	0.35142365	0.00012911799
-2.0510466	0.94570669	0.20399581	0.28055654	0.21168092	0.02986823	0.00012911799
-0.60839134	5.0610739	-0.13335094	-0.36438459	0.46575598	0.13661354	0.00012911799
-6.9946408	7.3253179	1.5828363	-0.23167049	-0.26050702	-0.077030359	0.00012911799
3.9978434	-2.7053493	0.48015413	0.26246207	0.57034413	-0.015375376	0.00012911799
4.1620616	4.7248873	-0.14725988	-0.30488083	-0.023217928	-0.043964313	0.00012911799
-1.3364122	-6.21468	-0.04886951	0.11150848	-0.19770894	-0.0076077795	0.00012911799
0.69426211	0.11742948	0.44834184	0.76912757	-0.31088762	0.21894067	0.00012911799
-4.71462	6.55731	0.46876303	-0.1466829	-0.1018524	-0.104137	0.00012911799
2.248394	-2.6745939	0.51792302	0.25194214	0.16718275	-0.011867449	0.00012911799
2.9193913	5.0200734	-0.37321025	0.3288872	0.10331905	0.21184842	0.00012911799
-1.9150906	0.56978472	0.42932993	0.3176431	-0.28822459	0.033540403	0.00012911799
-9.3545066	5.5010851	1.8289508	-0.090463245	-0.35894312	0.0034130425	0.00012911799
1.268673	2.055595	0.045882021	-0.19389694	-0.64911536	0.053164771	0.00012911799
5.8831292	0.15903582	0.7556171	-0.3790135	0.18948169	0.018990567	0.00012911799
-1.0939593	-3.3335683	-0.58413354	-0.12749363	-0.34261664	-0.1102187	0.00012911799
3.5191708	4.6258728	0.57203995	-0.26200034	0.51222019	0.01265454	0.00012911799
2.9983353	2.1167947	-0.22728235	-0.19158791	0.65168695	-0.078964339	0.00012911799
0.053743121	0.27819249	0.22123931	-0.76756986	-0.26768538	0.15877688	0.00012911799
-7.1066047	2.8793387	-0.4528022	0.17742903	-0.03412124	-0.071839615	0.00012911799
-0.13034042	-1.0333212	-0.21194732	0.32746968	-0.19849632	-0.059601597	0.00012911799
-0.46393769	0.38837171	-0.05521852	-0.44073315	-0.046153566	0.0050748456	0.00012911799
1.3375384	2.4032887	-0.26286571	-0.18834439	-0.39279059	0.40734795	0.00012911799
1.7513594	-2.727571	0.19345765	0.79365091	0.046632455	-0.092799604	0.00012911799
-2.4300373	0.14336134	0.040459368	0.53280152	-0.48329758	-0.11195625	0.00012911799
-1.6460976	1.0342108	0.88716668	0.23655594	-0.11137448	-0.24242817	0.00012911799
-2.4322663	-3.1536439	0.69979649	-0.34466091	-0.059500448	0.17650576	0.00012911799
0.043750305	-1.9080691	-0.090057977	0.85264065	-0.22556658	-0.0029619624	0.00012911799
-3.2238855	6.4009015	1.8732092	-0.55006421	-0.14128586	0.27538703	0.00012911799
-1.1684736	-3.9006308	1.3133171	0.20925003	-0.12343806	-0.21856672	0.00012911799
-1.0100272	-3.2443223	0.70355056	0.050142932	-0.76534232	0.11597141	0.00012911799
4.8038715	2.5511183	-0.098342745	-0.6316956	0.1368437	-0.14789756	0.00012911799
4.0466584	-0.74446897	0.0075216448	-0.41684479	-0.094970313	-0.045830498	0.00012911799
-6.221606	3.4554312	-1.6149376	-0.31071312	-0.33195287	0.036589817	0.00012911799
3.0278129	0.75497171	-0.79619002	0.3595439	0.64547576	-0.17044262	0.00012911799
6.4106872	-4.5253866	0.58387775	0.07106889	0.46394177	-0.1441044	0.00012911799
3.508728	-2.808688	-0.11097991	0.071722305	0.14470049	0.15269132	0.00012911799
-3.3654937	10.97156	0.87904802	-0.25031567	-0.15539753	-0.069126766	0.00012911799
0.69847744	0.018676983	-0.28657292	0.371896	-0.70703596	-0.079538408	0.00012911799
-3.4487836	2.7191071	0.34594948	-0.51385729	0.039103605	-0.17590855	0.00012911799
-6.9920385	5.3192597	1.0563368	-0.36624027	-0.33885215	0.05995574	0.00012911799
-7.4524929	-4.150702	0.65213073	0.030252346	-0.15446266	0.080440423	0.00012911799
-1.8002602	0.60254268	-0.71509344	-0.46373587	0.67503642	-0.016680635	0.00012911799
-0.68960327	2.7366174	-0.34317725	0.16587655	0.36758447	-0.016048141	0.00012911799
-1.4371992	-3.0162118	0.68927176	0.30700521	0.10007242	0.11036399	0.00012911799
-0.0068953012	5.5135686	0.14767021	-0.4814436	0.11390214	-0.0056567967	0.00012911799
-2.4473001	2.0842071	0.19628544	-0.62031106	-0.38515557	0.260309	0.00012911799
-0.81879256	-2.4798162	-0.32479929	-0.26769063	-0.14109818	-0.28401707	0.00012911799
2.1161606	-0.26368568	-0.065638093	0.11813931	0.64524154	-0.12373012	0.00012911799
-3.9888217	-1.4882577	0.46783872	0.38202541	0.11566946	0.019012693	0.00012911799
4.603416	-0.78684784	-0.25381536	0.0022860562	0.58982069	-0.20247681	0.00012911799
-3.6134569	3.5057133	-0.10951789	-0.52309774	0.06045531	-0.20152041	0.00012911799
6.6161993	7.9953851	-2.9256294	-0.28471721	0.1324418	0.15542189	0.00012911799
-0.91084263	-3.3311666	0.49936625	-0.22876199	-0.15890067	-0.019107551	0.00012911799
1.4003048	0.61619187	-0.56139056	-0.38652556	-0.15276207	-0.07488744	0.00012911799
5.509928	-5.3678239	0.16602959	0.23566134	0.19624502	-0.062367425	0.00012911799
-10.89738	8.5424731	-0.3834378	-0.24440188	-0.086345535	-0.018881165	0.00012911799
2.0489578	-7.5421875	0.39262055	0.1749543	-0.23068736	0.096943846	0.00012911799
-1.7947727	9.421701	0.48802291	-0.08328498	-0.22417142	-0.22530275	0.00012911799
4.5775749	0.042721415	0.13857264	0.6084173	0.2107527	-0.15069805	0.00012911799
2.7184386	-5.186205	1.1431564	0.49332768	-0.072074861	0.22501462	0.00012911799
1.1429316	-0.066939	0.064866818	0.26010026	-0.74695611	-0.34860855	0.00012911799
-7.6373929	7.0863104	0.03125427	-0.20723777	0.0038813202	-0.0072954809	0.00012911799
4.1284336	-0.54007217	0.45255363	0.17568489	0.6460899	0.0038026278	0.00012911799
-3.3670312	-3.4348196	-0.0068920587	0.52120029	0.16833753	-0.055524123	0.00012911799
0.28741815	-1.1419449	0.054939195	0.24035081	0.61659931	-0.20651762	0.00012911799
3.2765208	-1.7054874	0.51295507	0.69028064	0.12167706	0.23515623	0.00012911799
3.568411	-3.8268418	0.41154363	0.041714635	-0.30824139	0.20664255	0.00012911799
5.3446289	12.485237	-0.94505055	-0.28200077	0.0094170228	-0.024302147	0.00012911799
-3.5644112	-0.81004415	0.3110293	-0.71056362	-0.18752183	0.010812257	0.00012911799
4.069678	0.29225869	-0.45362591	-0.33715746	0.1860199	-0.015632369	0.00012911799
5.6881612	-5.2998528	-0.17691997	-0.20157161	-0.11680856	-0.05230775	0.00012911799
2.927527	3.3373237	0.73023597	-0.3189032	0.55351284	-0.075549327	0.00012911799
0.60458651	-5.0440055	-1.0036577	0.18959961	0.28640527	0.032802838	0.00012911799
0.7926485	-5.358461	0.8677908	0.56012711	-0.17788283	0.083061083	0.00012911799
0.49444646	0.7579875	1.1019361	0.40625088	0.13515041	0.20254661	0.00012911799
4.8589247	6.3840087	-0.51005791	-0.1383856	0.37566672	0.11070008	0.00012911799
2.7805692	-6.9399585	0.30288963	0.19641306	0.33054531	-0.080994154	0.00012911799
7.6266357	-0.17066813	0.64252588	0.16179552	0.32772123	0.028091899	0.00012911799
4.7451595	4.2197943	0.24528449	-0.099051684	-0.3255164	-0.086596439	0.00012911799
-7.0176369	-4.2528918	0.95432399	0.38256407	-0.04210141	-0.14040391	0.00012911799
-1.3507612	1.1351171	-0.06101235	-0.71773121	0.059568583	0.22801594	0.00012911799
-0.16358935	-10.151688	1.8115529	0.26266606	0.12632369	0.030625085	0.00012911799
0.75728074	-8.0706657	-0.99538991	0.1379496	0.27068362	0.25256419	0.00012911799
-7.6277805	9.1980892	1.3375915	-0.056112801	-0.01444685	-0.046798029	0.00012911799
-13.735427	-2.5441733	1.3775109	0.05493787	-0.0069550795	0.011188211	0.00012911799
5.723479	7.1762172	-0.62431995	-0.37225362	0.020345879	-0.089586551	0.00012911799
-2.9025037	6.766295	0.88655182	-0.39456689	-0.36848615	0.12183161	0.00012911799
-5.2974306	2.1892217	0.055362935	0.21383088	-0.3745766	-0.054866836	0.00012911799
-0.98387974	-5.887933	-1.1553868	0.34217273	0.12789307	0.14523741	0.00012911799
-1.3578976	2.1618906	-0.42664459	-0.062889532	0.79539231	-0.024671753	0.00012911799
-0.10712211	1.1525478	-0.16990636	-0.11763807	-0.32160889	-0.069582573	0.00012911799
-1.5801363	-1.8881253	-0.30733756	0.59593758	0.54503215	0.056173351	0.00012911799
-2.4962451	0.21548655	0.40703666	0.59478649	-0.38876606	0.3350741	0.00012911799
0.96720494	0.36371836	-0.92489503	-0.036660503	0.069649961	-0.23722576	0.00012911799
-4.5621737	2.9447153	0.077400177	-0.34349471	-0.079888122	0.23236648	0.00012911799
-1.4588738	-0.89712689	0.37140115	-0.69624805	-0.10779827	-0.050192008	0.00012911799
-0.084276997	2.2221205	0.18942452	-0.26091475	0.17800991	0.0039759748	0.00012911799
-0.90363615	1.7131089	-0.33114536	-0.10148645	0.23657308	0.5215414	0.00012911799
7.2549685	5.9108463	-0.94620049	-0.32694834	0.30294709	-0.19507657	0.00012911799
0.42756144	-8.9690333	0.10267093	0.054404345	0.21583859	0.14720829	0.00012911799
2.4116419	3.6041099	-0.0030253114	-0.060298057	-0.36835377	0.00025355756	0.00012911799
-3.726582	4.4972651	-0.088669141	-0.12583972	-0.28509094	0.0029501172	0.00012911799
3.1398426	1.5980568	-0.084147482	-0.24266546	0.32204938	-0.2572596	0.00012911799
-1.2363589	-8.5815152	0.099585349	0.035668949	0.10556226	0.054881611	0.00012911799
-0.93033267	-1.8595567	0.2106749	0.20656992	0.45705022	0.31664797	0.00012911799
-1.3255242	-1.0053185	-0.86292772	-0.36069873	0.18050435	0.32730542	0.00012911799
-2.5621468	-0.76283759	0.1547903	0.53110904	-0.14948078	-0.14222535	0.00012911799
-7.376872	4.1908732	-1.2210055	-0.22527509	-0.15019392	-0.034010312	0.00012911799
7.0184758	0.98274998	0.44268423	-0.0044327738	0.24975589	-0.044751025	0.00012911799
